chroma_stft_mean,chroma_stft_var,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_var,rmse_mean,cent_mean,cent_std,cent_var,spec_bw_mean,contrast_mean,rolloff_mean,poly_mean,poly_std,tonnetz_std,zcr_std,harm_std,perc_std,frame_mean
0.273713914,0.840904728,0.094214458,0.107367049,0.685652491,0.442725945,0.249971671,0.320094258,0.272905471,0.151542028,0.285176251,0.101124092,0.229706912,0.608793144,0.17908642,0.216615678,0.283434835,0.367935134,0.288122548,0.322724839,0.256382985,0.127762889
0.617487691,0.715593265,0.197611619,0.282664366,0.775023299,0.163260568,0.056534193,0.418244284,0.396615938,0.747765078,0.563984786,0.341961963,0.773292963,0.27587732,0.791178154,0.330193815,0.393376752,0.188461902,0.62329212,0.349762018,0.507559797,0.035184546
0.284213086,0.712241713,0.101766486,0.077779234,0.666451265,0.289598623,0.128867305,0.255845809,0.316049916,0.307731859,0.258629683,0.085511714,0.337547663,0.636646574,0.356303418,0.296560633,0.327122621,0.313158213,0.250604882,0.346823314,0.236546393,0.035184546
0.402807962,0.550660043,0.252265515,0.155049302,0.778126575,0.162662388,0.056251036,0.066215147,0.493095191,0.426550153,0.12885031,0.027504256,0.508581539,0.566206097,0.508426052,0.582625637,0.61177185,0.230277897,0.156586523,0.465895116,0.439938912,0.019423143
0.16340303,0.652053388,0.001873183,0.001529013,0.199573671,0.716141393,0.557322903,0.066484398,0.032311764,0.158154576,0.150841617,0.035193526,0.196745025,0.710124643,0.161894039,0.023753424,0.024986677,0.556201927,0.102369759,0.039571151,0.00550941,0.358691326
0.212633529,0.712432615,0.050912965,0.04481715,0.658061589,0.445922047,0.252889726,0.164693707,0.211420269,0.141305923,0.189795744,0.050957351,0.247214428,0.489918605,0.151980852,0.165533845,0.191024867,0.57576175,0.103324003,0.253477539,0.116920621,0.043304057
0.442736861,0.726095575,0.194751421,0.183792754,0.767985273,0.132669585,0.042770314,0.208472199,0.419952535,0.494499136,0.344344826,0.140500962,0.546003548,0.321475793,0.516872058,0.457334607,0.532281608,0.336458898,0.296166589,0.446121485,0.412488475,0.07028949
0.702928086,0.640211461,0.065462605,0.087399514,0.689062405,0.438334171,0.245987998,0.559757394,0.194489135,0.294866096,0.383948459,0.170389121,0.448080263,0.463943212,0.389599083,0.151145839,0.222511981,0.197248784,0.278914573,0.191462129,0.259895433,0.068538223
0.26541585,0.676206668,0.079640844,0.104090463,0.466570267,0.346409729,0.169522744,0.36595881,0.248450414,0.32649081,0.560063205,0.337601165,0.318422948,0.626515939,0.344625832,0.238977572,0.319483529,0.469911194,0.444100628,0.290120685,0.258300486,0.182211373
0.258553234,0.741659922,0.005335472,0.007791912,0.305139892,0.499886275,0.304569202,0.229589423,0.052238057,0.47227743,0.506665071,0.280985931,0.537018294,0.556561457,0.509862776,0.045276103,0.061730372,0.505296317,0.436607172,0.071466519,0.042264611,0.153474673
0.704787794,0.704712866,0.782159735,1,0.932383233,0.067918383,0.018459819,0.348313123,0.803953418,0.80274551,0.571000161,0.349832337,0.911928735,0.268620078,0.887264406,0.571926121,0.691504666,0.10607866,0.588114711,0.847077008,0.794170921,0.019821158
0.626464177,0.554208571,0.08492581,0.076685117,0.765644635,0.169067887,0.059312237,0.139541969,0.27868393,0.578948499,0.25359291,0.082693151,0.577986578,0.394680526,0.621140641,0.362456136,0.401494007,0.132378468,0.295107509,0.25780301,0.263751936,0.267625441
0.352757602,0.747871636,0.020565316,0.027857847,0.490772638,0.391099817,0.205047991,0.237979322,0.109276171,0.352924307,0.265529756,0.08944734,0.493591613,0.480676282,0.451245896,0.103252272,0.142599836,0.301264808,0.207699666,0.118422783,0.127528192,0.03606018
0.481633495,0.589016671,0.412574213,0.201787267,0.861173963,0.175305182,0.062354661,0.023292881,0.655807433,0.29677389,0.077574222,0.012967538,0.361614624,0.587669052,0.329574885,0.826199602,0.823658879,0.36383762,0.067403447,0.682425606,0.424476281,0.053970865
0.377033152,0.756867515,0.09667004,0.091037632,0.655403002,0.357641201,0.178157325,0.150626579,0.288216595,0.190041264,0.198629274,0.054913209,0.282879885,0.672521164,0.249080518,0.217996802,0.239431912,0.533108126,0.117464456,0.35763313,0.156628047,0.075145276
0.199464069,0.663158486,0.026347596,0.01881288,0.538318745,0.354186447,0.175480373,0.092571645,0.143386668,0.337619884,0.269889402,0.091978291,0.639979213,0.366101934,0.446856956,0.1121591,0.121612653,0.411336832,0.053227889,0.182539839,0.059773076,0.104678006
0.378384391,0.774397619,0.091913849,0.105043322,0.555615761,0.207070274,0.078792127,0.45343801,0.253284529,0.47607901,0.411926876,0.193211132,0.642421375,0.375824741,0.54629865,0.261657854,0.342825094,0.201687396,0.266994003,0.193008621,0.415408151,0.065274498
0.461108737,0.480368001,0.037489482,0.019089152,0.638698201,0.275836705,0.119777717,0.07195593,0.181884703,0.371727582,0.204270398,0.057513157,0.448339956,0.635204057,0.428855893,0.225024705,0.249802273,0.485447392,0.140114528,0.196273371,0.127624587,0.33735771
0.424811747,0.599409801,0.309537018,0.206510138,0.79666221,0.152131405,0.051357603,0.118435327,0.545953389,0.410699341,0.29816814,0.109228579,0.483356078,0.623666749,0.470390667,0.621079923,0.69464933,0.315650451,0.290029802,0.550887697,0.47123063,0.052538011
0.442044883,0.454160587,0.053890587,0.029707072,0.652994165,0.170353414,0.059934317,0.027863478,0.24771274,0.532655827,0.131549915,0.028401153,0.502535865,0.67286441,0.546978153,0.305426941,0.307619755,0.334020032,0.155605699,0.281263267,0.134690348,0.021811235
0.207522072,0.833677331,0.04207754,0.0484628,0.562451704,0.473560553,0.278789612,0.224708225,0.163671226,0.16124008,0.167695644,0.041677657,0.253087143,0.420487819,0.218203549,0.125132639,0.163309574,0.453359599,0.08418798,0.219436716,0.114986349,0.103006342
0.304149558,0.720287488,0.040695739,0.041542171,0.504945349,0.337298407,0.16266291,0.172245606,0.177177878,0.297337202,0.199796974,0.055446677,0.476424417,0.438625077,0.340575068,0.167779566,0.195832756,0.389826243,0.119745963,0.195105365,0.150902096,0.079603046
0.589237973,0.821773742,0.207650347,0.228276089,0.702940903,0.221783687,0.086940146,0.360102777,0.39147922,0.545113756,0.551849837,0.328557888,0.551082092,0.490774618,0.582325981,0.379866048,0.485537701,0.096582385,0.592280532,0.294377661,0.54687589,0.029055112
0.370636046,0.63849657,0.402636696,0.317502771,0.904940805,0.132663317,0.042767644,0.177141973,0.606644509,0.588542855,0.522968066,0.297725114,0.888922953,0.406260232,0.768346066,0.51042717,0.580402297,0.590828323,0.293204456,0.633269349,0.506708085,0.097115716
0.504767085,0.686535493,0.116245281,0.072919205,0.741275546,0.122895008,0.038680669,0.273922759,0.341272589,0.561251359,0.332775422,0.132304279,0.629453279,0.275930493,0.577338405,0.427786375,0.507180797,0.183905098,0.276017848,0.305413751,0.388360184,0.149972139
0.449160448,0.897283575,0.267441312,0.256952673,0.68403636,0.234124272,0.094034972,0.504540311,0.45085198,0.549301566,0.702012418,0.513138691,0.78101288,0.349297656,0.659314972,0.38764256,0.512909793,0.305043287,0.603854903,0.403090346,0.555285489,0.074269642
0.092219127,0.681635484,0.006072632,0.005044612,0.458408533,0.516177692,0.321065081,0.102683354,0.075917792,0.479472512,0.154711368,0.036636942,0.377787503,0.755020121,0.447418832,0.062357733,0.069807326,0.224150705,0.165306454,0.099933242,0.026857353,0.103643166
0.30443776,0.584465283,0.128910507,0.071894591,0.660395388,0.228224596,0.090613454,0.122321457,0.3590896,0.278425585,0.154164722,0.036431403,0.307374605,0.420708279,0.307080908,0.417720137,0.425616536,0.440263016,0.130725107,0.388946165,0.226421487,0.071483535
0.386726415,0.831807569,0.094200512,0.101333418,0.639540951,0.384937354,0.199963805,0.464217512,0.26279803,0.268684573,0.428130811,0.207075085,0.412614148,0.623985532,0.338970306,0.209335356,0.27065386,0.239631011,0.323343655,0.249721529,0.321404013,0.075384085
0.645439727,0.700362418,0.49292125,0.468219817,0.890056791,0.108949706,0.033104436,0.341327975,0.673156466,0.705620144,0.550731927,0.327336438,0.857921497,0.323861555,0.798155994,0.530266291,0.601894172,0.210514656,0.475629525,0.746577054,0.508559857,0.075702497
0.090249958,0.627960165,0.014999045,0.015814365,0.404783355,0.559632426,0.367093554,0.150591396,0.09793526,0.165986766,0.142109497,0.032035801,0.168417,0.555400198,0.171040554,0.078177255,0.097186441,0.48178646,0.095497183,0.138954667,0.031256104,0.101812296
0.194795126,0.619601769,0.044609915,0.031644534,0.317280904,0.509271692,0.314021771,0.090541728,0.193585156,0.127969522,0.188913279,0.050569904,0.058300796,0.860319742,0.14461554,0.161923867,0.197785701,0.608376868,0.1462235,0.253948845,0.089331481,0.451190066
0.159744048,0.722686482,0.097409065,0.136432361,0.563501499,0.392635847,0.206324492,0.240823598,0.263315136,0.187607455,0.119423382,0.024475539,0.209881142,0.520236646,0.24550236,0.211815312,0.257432361,0.313771166,0.084812876,0.30189534,0.239910747,0.08310558
0.944127444,0,0.034716649,0.018252369,0.779564849,0.158100677,0.054110071,0.049314424,0.207172548,0.640978413,0.152388652,0.035767325,0.538144006,0.417075805,0.628916597,0.304950106,0.304702838,0.177890807,0.18712652,0.166895972,0.183252133,0.012258869
0.513815041,0.837907539,0.532623455,0.867393801,0.701021263,0.217871454,0.084740609,0.658640166,0.578117507,0.454735167,0.634238092,0.424788564,0.66194063,0.281497266,0.527591828,0.423816918,0.557578604,0.307851122,0.516270571,0.736719792,0.668799393,0.047523019
0.546248664,0.782971383,0.305145012,0.324486397,0.822483236,0.214302049,0.082754681,0.66151154,0.518296973,0.487968402,0.681623736,0.485687854,0.636302819,0.316055233,0.542986202,0.421718916,0.575068477,0.485897211,0.42801942,0.585899149,0.517289207,0.081831931
0.45459754,0.765317248,0.205971385,0.178470259,0.719151717,0.117965615,0.036674857,0.310450451,0.442726459,0.660691233,0.614947021,0.401157322,0.773601803,0.405303413,0.72215454,0.391602366,0.442870546,0.271190092,0.456726838,0.434210702,0.464389737,0.049115079
0.540425205,0.677973859,0.314284816,0.245667395,0.896703826,0.033812254,0.00828901,0.115454466,0.579738159,0.59693733,0.29762244,0.108882033,0.660846075,0.234118559,0.645246732,0.659076389,0.688750935,0.261386212,0.324647519,0.55472274,0.516428739,0.05540372
0.299505851,0.621972206,0.12748636,0.08508422,0.729805465,0.319232985,0.149445184,0.102837219,0.335608231,0.232427237,0.271899335,0.093156698,0.406842079,0.800618301,0.310686372,0.278522195,0.328639855,0.880197067,0.154393547,0.42685007,0.161508532,0.198052379
0.618823032,0.731422733,0.041946422,0.060231723,0.580020553,0.2504105,0.103762465,0.318351425,0.186089581,0.629321014,0.576417248,0.355970436,0.503892245,0.23061536,0.573070242,0.187194481,0.272532316,0.320842262,0.640214347,0.192520816,0.27519638,0.070846711
0.180369919,0.790300328,0.128805768,0.129765043,0.358833822,0.415923487,0.226129081,0.189465742,0.325553569,0.222614911,0.452448186,0.2287705,0.450851563,0.946936268,0.314853712,0.192082705,0.214407402,0.711036369,0.192207107,0.431107932,0.141102957,0.027144639
0.426885887,0.597442629,0.233120986,0.180541512,0.841307918,0.143046532,0.047275362,0.103620794,0.471385885,0.432127735,0.249006198,0.080166294,0.496222255,0.534093061,0.501895678,0.556441347,0.587220596,0.282903097,0.180614257,0.436862741,0.468379171,0.034547722
0.301437068,0.696612682,0.015452801,0.013078907,0.362296759,0.577270011,0.386617612,0.118967215,0.085796041,0.234043923,0.350048616,0.144630933,0.350381276,0.498801652,0.259884306,0.096498848,0.180420737,0.412207298,0.175036277,0.116269035,0.089038502,0.127046462
0.735716496,0.457957305,0.085118726,0.095209233,0.777667968,0.188707721,0.069097792,0.155373911,0.271848531,0.532678745,0.254901247,0.083420888,0.556271879,0.448866854,0.588049773,0.302660833,0.334851215,0.145912691,0.354167256,0.241497998,0.283088875,0.067264574
0.410204729,0.745036414,0.094750898,0.081128379,0.754371317,0.313592585,0.145422799,0.316090222,0.289682316,0.351906906,0.410494441,0.192008361,0.500401379,0.431647568,0.425173762,0.226938434,0.256523941,0.399068697,0.190685998,0.344006711,0.17774157,0.047443416
0.354950389,0.871354827,0.221043147,0.342485693,0.576289332,0.169274634,0.059412109,0.383824715,0.411545966,0.796261276,0.577020373,0.356657116,0.761558554,0.338697118,0.802741329,0.393054507,0.561200681,0.341405536,0.643762715,0.420246656,0.544045693,0.307984186
0.167119308,0.698840899,0.079166647,0.062611049,0.603837525,0.258444806,0.10871388,0.182589903,0.27186588,0.372923979,0.205412109,0.058046355,0.509242763,0.492784147,0.3992014,0.225886611,0.257233754,0.402446503,0.137760409,0.327197372,0.168339209,0.107941731
0.275444458,0.681391291,0.123370743,0.088140979,0.653124884,0.097735322,0.028840636,0.12350792,0.357137511,0.571203567,0.258034099,0.085176038,0.686619509,0.46046269,0.638780423,0.339579677,0.366498958,0.314506238,0.192185962,0.436850691,0.216632086,0.033512882
0.217073341,0.765953834,0.071137962,0.05741138,0.557986258,0.45553459,0.26176221,0.071034505,0.243047009,0.095048394,0.091711678,0.016501441,0.11067182,0.602549304,0.127876862,0.197620212,0.220699753,0.480186038,0.048447383,0.303199136,0.122588572,0.079523443
0.642103892,0.619000427,0.049617481,0.055315076,0.68280873,0.431383495,0.2397448,0.378109803,0.182880764,0.321846135,0.51744559,0.292001131,0.493946597,0.503522904,0.418702201,0.142401954,0.189880268,0.283973973,0.386149007,0.198021974,0.184804302,0.050547934
0.490200456,0.836172618,0.505392644,0.577309666,0.863091023,0.126041431,0.039980827,0.610925191,0.646255427,0.810323273,0.662768015,0.460969071,0.97021337,0.32388495,0.923731786,0.492461877,0.626160896,0.293983811,0.56782469,0.570217279,0.80081458,0.031045188
0.133129863,0.607918757,0.012564964,0.01231518,0.421522358,0.523890215,0.329019036,0.104392198,0.081496624,0.204417038,0.125612662,0.026445961,0.258286383,0.480963115,0.229532456,0.079217796,0.113366142,0.418733672,0.095062078,0.11724703,0.042570738,0.076737336
0.726478321,0.382646288,0.224952678,0.234004126,0.893813891,0.121260437,0.038011341,0.087566559,0.453326,0.485414812,0.252853654,0.082283321,0.548688445,0.53748582,0.560465297,0.546652021,0.579202234,0.415648079,0.259247386,0.393517214,0.474325997,0.144877544
0.603329194,0.567933382,0.204968251,0.21244355,0.829290906,0.250334752,0.103716262,0.40512202,0.419530564,0.648953502,0.617084411,0.403742486,0.693773249,0.515363293,0.71342392,0.393854107,0.483007603,0.177502004,0.570438338,0.41282152,0.463167576,0.057075384
0.188661862,0.733531606,0.107878436,0.174525922,0.647994137,0.372422549,0.189821394,0.189299621,0.270546304,0.195139213,0.196618712,0.054000448,0.356095913,0.548416099,0.247350777,0.198198159,0.23204904,0.25215501,0.176825532,0.369609909,0.180472136,0.065911322
0.30615334,0.685732534,0.04385012,0.032984505,0.468344644,0.394760805,0.208096495,0.212455343,0.189745884,0.221431037,0.237455223,0.073971069,0.287304939,0.422087883,0.26885123,0.176018252,0.196490611,0.457147624,0.108314973,0.216106055,0.133898097,0.041393584
0.36600534,0.771820278,0.011015232,0.013541444,0.447796852,0.470454717,0.275819622,0.374822063,0.081050477,0.368623295,0.537093427,0.312616467,0.584524105,0.357757952,0.458254128,0.071338258,0.090604666,0.240730293,0.419133526,0.067842853,0.098869922,0.181415342
0.541612374,0.586281974,0.044219737,0.024484879,0.663440835,0.226054645,0.089368671,0.216835676,0.216635371,0.546734428,0.301932128,0.11163354,0.470498735,0.481831928,0.532664472,0.298661354,0.34157618,0.279120674,0.345570138,0.156756915,0.261892469,0.270570754
0.245404386,0.645583493,0.107147013,0.100252302,0.437190577,0.382119477,0.197658757,0.089310571,0.289030107,0.178886356,0.295597048,0.107600512,0.190845393,0.778402446,0.211019927,0.272731445,0.365311326,0.558487496,0.142532826,0.370730153,0.178145544,0.131345026
0.507549982,0.539138086,0.208103487,0.115627317,0.847814187,0.044184828,0.011189891,0.066815169,0.476591162,0.573892141,0.267312721,0.090478276,0.670181897,0.361277748,0.641083472,0.537876568,0.539256691,0.354069715,0.197886281,0.512348836,0.321201321,0.069652665
0.359452791,0.834886135,0.110732004,0.109158743,0.678802696,0.319341724,0.149523218,0.404005906,0.296274421,0.321120064,0.435963629,0.213946769,0.429431755,0.598026999,0.391607136,0.254786095,0.331178428,0.514498711,0.276723642,0.318602042,0.335774352,0.098548571
0.60588286,0.665290898,0.174604699,0.324159104,0.768177356,0.209292749,0.080001204,0.415748475,0.343690864,0.594585251,0.649756616,0.444286229,0.680836689,0.345977249,0.636655793,0.272340365,0.362917131,0.368086772,0.566116024,0.383293085,0.452606236,0.049433492
0.564101883,0.792590647,0.472768954,0.581179668,0.850289409,0.119837069,0.037431897,0.371648636,0.605782377,0.689623035,0.631637484,0.421563673,0.909031577,0.288185679,0.831002157,0.437950761,0.562762599,0.265437098,0.549225592,0.67700013,0.581035387,0.068299414
0.307844209,0.935484954,0.260864137,0.339532814,0.704856271,0.193718157,0.071690737,0.38267012,0.441609703,0.511997465,0.366801384,0.157100863,0.607625894,0.581272595,0.609655249,0.423442703,0.555319801,0.168220774,0.268921222,0.368214687,0.715642807,0.045930958
0.277759139,0.681062212,0.05743134,0.046847164,0.422722063,0.312010523,0.144303497,0.291491366,0.217257328,0.327269637,0.300571701,0.110761357,0.325513992,0.551646692,0.357016529,0.244278661,0.308723648,0.310756324,0.230711709,0.218280917,0.252232937,0.036935813
0.547578343,0.506244449,0.134179255,0.083017383,0.725712227,0.138444438,0.045256646,0.102107127,0.372372021,0.537335007,0.205838179,0.058245939,0.520162552,0.553681621,0.574573131,0.504720434,0.556784782,0.287065655,0.201548551,0.318567012,0.382701883,0.067184971
0.564340419,0.72180232,0.417207488,0.502640298,0.869623029,0.125309847,0.039677143,0.327945027,0.617196825,0.602012735,0.545738478,0.321908055,0.712860424,0.378762421,0.663171775,0.473007367,0.547448546,0.552378115,0.421157714,0.73190906,0.514862472,0.121792661
0.155060805,0.815873847,0.084388036,0.082598673,0.630132504,0.454872239,0.261146221,0.252267542,0.258444705,0.180659276,0.269836689,0.091947484,0.248191201,0.753879127,0.219143511,0.177997536,0.222285938,0.445906399,0.144153926,0.330834359,0.164577285,0.087722557
0.534569078,0.547821737,0.087371966,0.062253033,0.749486464,0.250107266,0.103577561,0.260111163,0.273387767,0.363318494,0.304581599,0.113341734,0.456182608,0.54451214,0.441507048,0.307760838,0.358146497,0.305432988,0.21228312,0.235382763,0.322605705,0.086687717
0.368722258,0.711042428,0.225394088,0.158326391,0.795939426,0.065477066,0.017671398,0.157710126,0.481635599,0.784868648,0.531559521,0.30673954,0.93283986,0.379213804,0.909441211,0.425764245,0.465634379,0.453655204,0.502408674,0.507844535,0.416692039,0.030965585
0.100663065,0.654998906,0.05485305,0.089912576,0.540540558,0.49313576,0.29785549,0.101177279,0.189520249,0.173475545,0.297033914,0.108508892,0.420728134,0.595134149,0.209822657,0.115030637,0.134993269,0.687617303,0.052494354,0.27851281,0.059987765,0.132618675
0.513582576,0.804754021,0.441664643,0.430623165,0.816190804,0.039316065,0.009807316,0.264864077,0.654923349,0.808457861,0.477603662,0.252337292,0.898995798,0.269788938,0.897860247,0.631094555,0.754267673,0.205791767,0.56985981,0.587228379,0.736889136,0.043463263
0.406559193,0.629897725,0.20179365,0.146792943,0.819597322,0.156574737,0.053401153,0.061095516,0.442704551,0.41835988,0.182064433,0.047610722,0.51463496,0.685398494,0.516074928,0.48885083,0.530125001,0.448787552,0.197019057,0.461424151,0.366926408,0.029134715
0.265731757,0.783147495,0.048802388,0.068720111,0.606641498,0.40725269,0.218656127,0.187892124,0.1753188,0.212216794,0.140263039,0.031385717,0.38798286,0.455410621,0.284672,0.149247682,0.202056779,0.201967795,0.11167907,0.211566801,0.173533728,0.033512882
0.459628886,0.567625434,0.138107143,0.072755821,0.716361604,0.176416191,0.062902966,0.087398092,0.376282219,0.418633187,0.288157095,0.102956633,0.468029096,0.464710137,0.464580756,0.495212657,0.54139953,0.27479915,0.271050671,0.354938653,0.323709398,0.094648022
0.238410777,0.932626382,0.00597909,0.008552506,0.442129868,0.656450971,0.48025692,0.120569706,0.055099077,0.155537489,0.152787057,0.035915795,0.298718917,0.502087533,0.230873608,0.032333636,0.044998814,0.62435436,0.097633903,0.075387139,0.034431753,0.194470242
0.226221674,0.64017672,0.000185413,0.000266022,0.09579784,0.898188928,0.826745395,0.006942758,0.007081863,0.057653068,0.020346948,0.002349946,0.117623384,0.547707236,0.057811348,0.004349767,0.00489161,0.474204087,0.007813229,0.006003965,0.000412272,0.006607053
0.10596934,0.731269199,0.003724565,0.008724232,0.367743922,0.722331303,0.565633259,0.099554452,0.040433711,0.156819956,0.246094841,0.078582113,0.327608029,0.622890169,0.201098338,0.01985665,0.023056514,0.717302121,0.093013662,0.06065928,0.008556969,0.2142914
0.497804061,0.799925021,0.233304559,0.282510639,0.759706366,0.250187746,0.103626622,0.555513134,0.416791297,0.379827305,0.421975262,0.201752602,0.452561976,0.574008594,0.435964947,0.401950921,0.554274096,0.346710256,0.298319854,0.396032837,0.579626056,0.168599252
0.185572915,0.783836129,0.207190025,0.21642674,0.411724554,0.363440124,0.182692602,0.154389828,0.417868486,0.209341869,0.395072703,0.179293893,0.423553695,0.924597837,0.285976395,0.250095885,0.274044089,0.539509646,0.148074853,0.552926458,0.176483892,0.010587205
0.941192125,0.054354135,0.020802899,0.013201708,0.761122399,0.131713389,0.042363658,0.080361036,0.148217133,0.732958145,0.259146603,0.085803573,0.737893713,0.346532788,0.776167181,0.195712341,0.196356353,0.188882801,0.257692308,0.120684076,0.132107216,0.015522594
0.549223737,0.535480001,0.076333084,0.044410424,0.667249946,0.113339327,0.034826919,0.257194677,0.285609818,0.633064085,0.401442161,0.184493141,0.660659366,0.380142579,0.656600845,0.362939912,0.438922153,0.249774931,0.381570485,0.232598607,0.344799787,0.047443416
0.554108312,0.579011229,0.050685086,0.037894017,0.684004293,0.18570713,0.06756374,0.036730115,0.219241505,0.536752178,0.123600471,0.02579777,0.524561773,0.428107345,0.558437289,0.269278364,0.275346044,0.125279228,0.203968464,0.202414008,0.205196328,0.021890838
0.493745259,0.709719237,0.018550067,0.021371583,0.57392839,0.328921033,0.156470122,0.258562092,0.108250024,0.562199444,0.368202533,0.158166775,0.594591758,0.455609057,0.615116482,0.120321189,0.147811857,0.230012562,0.341209709,0.087812926,0.159059074,0.093931594
0.623871406,0.466133327,0.310556676,0.17355827,0.958853466,0.124908354,0.039510837,0.049694199,0.579940602,0.476238355,0.224023468,0.067070082,0.509105651,0.494734936,0.529831983,0.708608572,0.700808599,0.427581739,0.219203366,0.582050802,0.419968255,0.027542654
0.463223811,0.797654039,0.265296069,0.208987522,0.813508311,0.065137829,0.017562578,0.277649995,0.523228947,0.792457669,0.44250672,0.219771911,0.856058221,0.310968122,0.855535694,0.530982995,0.632420545,0.217823309,0.500601762,0.482443332,0.557259787,0.073871627
0.464614542,0.663437688,0.304460526,0.239517098,0.841661027,0.056073757,0.014721622,0.303757146,0.545968792,0.697896312,0.470204534,0.245286832,0.810318339,0.29186062,0.778441994,0.591362564,0.72044048,0.505113856,0.416785727,0.522198274,0.596849883,0.079523443
0.566944294,0.568688997,0.1782384,0.126245341,0.797408421,0.166858363,0.058249057,0.284813023,0.410941292,0.497373215,0.368360926,0.158287493,0.528187732,0.551143927,0.550517452,0.517342852,0.614570808,0.169552254,0.346981308,0.300390123,0.542552419,0.079205031
0.428503052,0.652872568,0.048062888,0.030169969,0.694911976,0.179272204,0.064321319,0.131398747,0.22399529,0.622415945,0.27536701,0.095206916,0.584017166,0.573781213,0.653013235,0.289773926,0.325455339,0.452768755,0.3535641,0.207421648,0.218641707,0.126966859
0.260091245,0.648006073,0.051467548,0.035723982,0.657372273,0.333062801,0.159518127,0.238521724,0.21120156,0.388423729,0.487894528,0.262307589,0.704896451,0.342179767,0.496523715,0.170341721,0.186915214,0.295535123,0.257487186,0.233835476,0.132558085,0.100538647
0.780109964,0.236109898,0.06051198,0.02319162,0.764515585,0.249847351,0.103419187,0.070517651,0.290122743,0.445412092,0.164579569,0.040440181,0.262561798,0.412473337,0.395641096,0.464224929,0.456323775,0.157762232,0.204038404,0.21371952,0.28050968,0.049194683
0.214818708,0.726253073,0.052743301,0.042935971,0.564955433,0.454892588,0.261165136,0.157978641,0.213375257,0.193560572,0.334456496,0.133480277,0.385391851,0.627159167,0.289554552,0.140189852,0.149445512,0.642521966,0.128525761,0.254649768,0.111012848,0.174887892
0.383222971,0.738972726,0.13141579,0.101030526,0.772720715,0.207101132,0.078808862,0.283832511,0.339362413,0.567941387,0.500493974,0.274774946,0.890056042,0.38818042,0.772195185,0.295347606,0.352816524,0.625140556,0.330084102,0.349694068,0.323471636,0.149096505
0.100055259,0.748891379,0.052566887,0.047414474,0.638603067,0.315499584,0.14677719,0.089729505,0.209847329,0.367023811,0.229209799,0.069696113,0.460322607,0.661040159,0.450001365,0.161609521,0.184507996,0.497491039,0.146757441,0.263115932,0.131128045,0.099105792
0.342996725,0.824973304,0.114047605,0.120910684,0.543509735,0.335576282,0.161380913,0.327990148,0.274074653,0.418239739,0.747835148,0.577572646,0.593800266,0.32504073,0.468380514,0.226581803,0.309872506,0.338001845,0.461522967,0.350337216,0.246996612,0.205773874
0.163606404,0.623037955,0.008561963,0.007906053,0.47281657,0.471571227,0.276885562,0.072191369,0.078888515,0.241934445,0.073716198,0.012065842,0.253080291,0.684647864,0.248112199,0.073983001,0.082580079,0.373395381,0.086781576,0.098140612,0.031591049,0.030328761
0.396998699,0.642037986,0.251632469,0.206165055,0.82576245,0.138530011,0.04529388,0.153795028,0.48447206,0.503316786,0.261911378,0.087372788,0.625369188,0.603402173,0.633382204,0.514170164,0.571647031,0.172889616,0.210187874,0.469766415,0.45934405,0.131743041
0.681016884,0.621384222,0.081773615,0.073440554,0.792440592,0.245623343,0.100860168,0.47223138,0.257891572,0.6491475,0.639909115,0.431863286,0.889441674,0.294547182,0.788844592,0.221247038,0.275539459,0.139313842,0.390198188,0.230191652,0.278442454,0.040915966
0.297487482,0.691744252,0.060830508,0.048768954,0.582509517,0.305369225,0.139647477,0.089371055,0.226765805,0.23392196,0.15691237,0.03746998,0.378287719,0.49256432,0.274542464,0.212753329,0.229684244,0.538627798,0.108854803,0.262619977,0.140806562,0.141773025
0.331055191,0.641509179,0.081274667,0.060543727,0.694253394,0.329775323,0.157096616,0.197192953,0.266566818,0.236643538,0.150845754,0.035195055,0.285668552,0.414470323,0.255532124,0.264879186,0.313165385,0.429443627,0.165992429,0.3141473,0.20832924,0.037413432
0.564139502,0.721755826,0.243411921,0.199232528,0.912456278,0.170454453,0.05998332,0.215977969,0.476584346,0.409290001,0.437383377,0.215204166,0.677084204,0.3107206,0.54505832,0.364663109,0.392999409,0.659136723,0.1407674,0.540657073,0.294400562,0.077294558
0.554599519,0.709036078,0.168856037,0.280174482,0.810942282,0.28517297,0.125911931,0.360378712,0.327806225,0.330190512,0.524728658,0.299561524,0.511180976,0.333932738,0.394273757,0.266151272,0.340774664,0.510084964,0.201318396,0.382718485,0.341135055,0.055164911
0.667287771,0.54567046,0.2786821,0.230841794,0.871318032,0.072927099,0.020106534,0.204098505,0.528883059,0.625499178,0.499091845,0.273373341,0.702164053,0.261921491,0.68369447,0.552724877,0.599091031,0.405918004,0.499827686,0.547013895,0.456512548,0.071881551
0.442069603,0.763940986,0.119409984,0.127337941,0.765333811,0.280146628,0.122592545,0.312320044,0.310683823,0.273967113,0.296334822,0.108066464,0.378352234,0.43886657,0.316455324,0.287110624,0.337523723,0.356861109,0.178947457,0.320395615,0.305260113,0.078886619
