,Genre,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,Genre
202,disco,0.40726817,0.447703336,0.471089793,0.538097436,0.749791016,0.708883803,0.743141607,0.470847524,0.412467307,0.881895764,0.277195903,0.143049156,0.134563716,0.193489323,0.037564299,0.732739291,0.083256353,0.023626257,0.500061053,0.327837878,0.151448839,0.326449117,0.41585124,0.178879985,0.811860398,0.487611827,0.26203114,0.900443137,0.316220176,0.147909534,0.297881591,0.309180784,0.189305798,0.89038571,0.418942461,0.194768084,0.307203597,0.364436385,0.138834397,0.497254944,0.221479098,0.1132873,0.59774405,0.519689162,0.288899078,0.633848969,0.283535605,0.089926236,0.551711696,0.408580932,0.168951196,0.024199326,0.031975298,0.005149945,disco
203,pop,0.303643725,0.378454259,0.490606726,0.527488239,0.738443623,0.696328367,0.775817819,0.407901463,0.351309622,0.879116826,0.281857593,0.146334586,0.402938467,0.396112918,0.157098865,0.805649523,0.117871748,0.03663703,0.256896756,0.586353748,0.392208293,0.573753118,0.799557705,0.643216477,0.760707912,0.641948236,0.434421328,0.861669178,0.432339363,0.241301577,0.241600227,0.171484648,0.091744421,0.820621614,0.647305742,0.437063345,0.557871689,0.774631125,0.604591145,0.475168208,0.199171118,0.099088814,0.594069737,0.607610395,0.3871687,0.635303526,0.438005261,0.203401204,0.542474018,0.890622886,0.794020632,0.033910898,0.030290757,0.004834411,pop
204,hiphop,0.272556391,0.321988969,0.467696038,0.600613899,0.78121195,0.743942831,0.459782057,0.725782984,0.679148656,0.674070392,0.544598699,0.378546907,0.490723703,0.535533414,0.286997164,0.872545729,0.147104549,0.049082874,0.344545374,0.63272052,0.446705928,0.653885551,0.739366447,0.551380973,0.497469178,0.371811972,0.160928952,0.54830445,0.462687252,0.269169685,0.427642753,0.726946233,0.615541888,0.551983583,0.433969387,0.207759561,0.689274862,0.843284456,0.714563773,0.604849904,0.456007861,0.300355276,0.323421695,0.252696596,0.078095113,0.633503874,0.570451094,0.336914536,0.516952543,0.831817874,0.693086258,0.050388728,0.059463004,0.010993662,hiphop
205,jazz,0.360411899,0.450610686,0.504607335,0.32605625,0.746483162,0.705217993,0.572371221,0.474995647,0.41656279,0.811125955,0.383928214,0.22556509,0.119201711,0.110435338,0.012275399,0.674989871,0.104684248,0.031459517,0.466597294,0.315052829,0.142318407,0.324009022,0.340646908,0.121539697,0.620339081,0.309183111,0.116338593,0.774916061,0.399091497,0.212416333,0.400415797,0.1548233,0.081382821,0.714560276,0.464027731,0.234994391,0.314194844,0.35798738,0.134128953,0.758199545,0.283374576,0.155952588,0.4270012,0.226222474,0.064375896,0.633797898,0.382980783,0.157764566,0.5489135,0.239062556,0.058666171,0.028259081,0.029679674,0.004721164,jazz
206,metal,0.272556391,0.345760828,0.497913194,0.671068428,0.42230672,0.369110334,0.983304403,0.100950928,0.079684319,0.970733376,0.092002094,0.036070743,0.356539975,0.191065875,0.036631144,0.850978789,0.120811354,0.03782818,0.447932597,0.198246628,0.071017944,0.676452518,0.279368323,0.082975925,0.56231156,0.17633358,0.045199681,0.47578737,0.166521089,0.05848482,0.461372524,0.931787819,0.896115558,0.5525024,0.228306061,0.066059693,1,0.999422369,0.998860077,0.519640644,0.134582353,0.061501235,0.624136101,0.203586951,0.0536737,0.633868595,0.539221318,0.302420416,0.541777793,0.636668705,0.407273937,0.09329477,0.113819613,0.026405081,metal
207,blues,0.575657895,0.684139268,0.507706045,0.396979409,0.924275665,0.909014293,0.266850443,0.777834155,0.737342192,0.470925271,0.722872704,0.588746441,0.043849417,0.073438163,0.005448184,0.48246104,0.50904712,0.313793985,0.559617014,0.531773122,0.332466765,0.152434082,0.283730503,0.085478923,0.202478129,0.378960807,0.166469145,0.328809948,0.501383869,0.306784064,0.505879089,0.503922101,0.36361975,0.268856481,0.564022574,0.337572253,0.095851136,0.139094349,0.022459801,0.924453281,0.537844684,0.3818764,0.087902836,0.226623253,0.064573913,0.634092895,0.223220167,0.057964741,0.551580289,0.111852321,0.013338435,0.060816727,0.068586071,0.013222633,blues
208,disco,0.434210527,0.470035772,0.464744534,0.499045155,0.739114373,0.697068971,0.7075642,0.452661415,0.394607144,0.891453583,0.26079431,0.131721096,0.101016767,0.077960948,0.006136033,0.728600516,0.219137212,0.085449627,0.456441424,0.47704194,0.277349395,0.289034046,0.323395665,0.10994224,0.426353244,0.324049971,0.126282361,0.515843928,0.288132164,0.128471905,0.542722924,0.756914602,0.653648586,0.503832315,0.370387577,0.155633137,0.331032758,0.402162852,0.167984354,0.478837578,0.189263977,0.092983404,0.352853526,0.329377461,0.12514567,0.633870176,0.211548257,0.052580537,0.550072973,0.411805832,0.171601689,0.111603471,0.078229944,0.015735701,disco
209,pop,0.434210527,0.507817065,0.52109073,0.244689088,0.691828478,0.64533974,0.264217794,0.649651059,0.596319344,0.384113069,0.785394619,0.672544696,0.256640263,0.177342891,0.031568468,0.817011499,0.185115683,0.067263022,0.536841081,0.230053775,0.08826946,0.496197564,0.435049959,0.195286298,0.360135297,0.255327409,0.0836586,0.546392161,0.438105024,0.246485789,0.470158337,0.217497653,0.121978186,0.38737048,0.440409481,0.213454635,0.50930651,0.595020718,0.360313168,0.652846038,0.582998088,0.430453575,0.292877566,0.195294313,0.049990019,0.633959867,0.579975372,0.347804287,0.565597006,0.338097869,0.116174268,0.111364662,0.097410115,0.021212932,pop
210,hiphop,0.38277512,0.426382773,0.465248194,0.585839807,0.691778504,0.645285584,0.896692902,0.288973013,0.240828372,0.936648479,0.173628792,0.077562815,0.086581195,0.076608575,0.005926073,0.749630108,0.17329116,0.061365617,0.582064407,0.31089191,0.139403332,0.284887945,0.265641066,0.075341512,0.549734813,0.263384242,0.088214383,0.57100293,0.162499511,0.056563688,0.498320007,0.851273117,0.780215595,0.611820838,0.252260574,0.078555658,0.342866665,0.375276112,0.146926016,0.341974084,0.121666957,0.054613194,0.506807409,0.303381802,0.107976779,0.633384708,0.194982094,0.045384455,0.524167249,0.347693084,0.122779686,0.022766471,0.026579048,0.004156523,hiphop
211,pop,0.191729323,0.247609275,0.480811261,0.402966827,0.668569855,0.62025335,0.541425744,0.535665383,0.477384077,0.712066908,0.504407055,0.337036521,0.059968551,0.037149345,0.001408996,0.594723137,0.23575766,0.094991869,0.507864235,0.392244115,0.20142405,0.221593037,0.199776539,0.043824903,0.433644548,0.375946991,0.164122251,0.683879432,0.465226849,0.271566779,0.352230936,0.207187599,0.114997166,0.555579594,0.567827717,0.34183942,0.23231817,0.274412115,0.080477438,0.537087557,0.378665204,0.231035941,0.25409497,0.219112901,0.060912376,0.633876134,0.232473016,0.062417588,0.552388828,0.18311249,0.034776161,0.072359169,0.074351724,0.014705708,pop
212,reggae,0.23344652,0.278606752,0.449314688,0.574295322,0.797265075,0.762020843,0.349350274,0.863443891,0.835815873,0.456183163,0.733964749,0.603231185,0.243411344,0.19920123,0.039810116,0.912419123,0.170423358,0.059968238,0.46488089,0.409136663,0.215630915,0.476577972,0.239343161,0.061742747,0.408298208,0.435217298,0.213287242,0.676615617,0.561383053,0.369714695,0.309150373,0.19476384,0.106743456,0.54412886,0.603610311,0.383271272,0.365042259,0.393131911,0.160754042,0.645770849,0.651840707,0.509440443,0.115826723,0.141125489,0.02905598,0.633878153,0.540658323,0.303966877,0.551835373,0.294175474,0.088268758,0.077294558,0.062877502,0.011811008,reggae
213,metal,0.287524366,0.36266336,0.495180353,0.700783971,0.490106686,0.435615445,0.64460927,0.494351813,0.435779924,0.753668083,0.456937005,0.290795064,0.382504233,0.212326556,0.045217798,0.96415922,0.07465949,0.020685215,0.415426485,0.225855092,0.085899396,0.670303186,0.240165241,0.062147421,0.716273086,0.197003885,0.054174745,0.688878875,0.150862641,0.051146521,0.388174642,0.908511217,0.861861413,0.746887623,0.168408455,0.039439135,0.84845571,0.861934865,0.746024937,0.375246766,0.265418164,0.143079965,0.652512371,0.224503828,0.063530086,0.633841673,0.593445496,0.363500728,0.52957882,0.591029423,0.351329182,0.060418712,0.050001693,0.008834435,metal
214,hiphop,0.272556391,0.340958,0.488203577,0.666572885,0.582333817,0.529299362,0.662305779,0.496880355,0.438303269,0.793228144,0.407737679,0.246053438,0.160669107,0.161736549,0.026268338,0.8155184,0.233868539,0.093885532,0.489344316,0.511517067,0.311508797,0.36931174,0.3229421,0.109645146,0.35674627,0.435301074,0.213361224,0.531458909,0.582217147,0.392877606,0.280960125,0.214199997,0.119732338,0.437639025,0.572761644,0.347412136,0.310110006,0.34498713,0.12488974,0.449207293,0.222607141,0.114021853,0.163235966,0.230301349,0.066405169,0.633911714,0.408451342,0.178172122,0.545411891,0.253757334,0.065970143,0.053652453,0.056355122,0.010267279,hiphop
215,rock,0.38277512,0.430971824,0.472703279,0.332941132,0.710190485,0.665311368,0.622976967,0.565197236,0.507613892,0.751717969,0.459253127,0.292981227,0.056911353,0.039211427,0.001567999,0.604333154,0.235469384,0.094822683,0.470190458,0.473577564,0.274021955,0.224301013,0.223214022,0.054069864,0.513164807,0.308909515,0.116159337,0.505819062,0.223873732,0.088622497,0.624157408,0.726240116,0.614656172,0.551712622,0.321072831,0.120330392,0.2703571,0.326685795,0.112441043,0.696500116,0.322433681,0.185350716,0.452430256,0.325014336,0.122176741,0.633889899,0.22479341,0.058710334,0.552111327,0.228035189,0.053466377,0.211903309,0.190513716,0.056860276,rock
216,blues,0.287524366,0.31933815,0.462215225,0.273713914,0.866179498,0.840904728,0.561593328,0.427046084,0.369713824,0.743168626,0.469296213,0.302543874,0.094214458,0.107367049,0.011605178,0.685652491,0.442725945,0.249971671,0.526587427,0.519891969,0.320094258,0.272905471,0.357353126,0.133324165,0.151542028,0.285176251,0.101124092,0.229706912,0.190590098,0.070509024,0.608793144,0.437104499,0.299013708,0.17908642,0.366100807,0.152386628,0.216615678,0.283434835,0.085614432,0.577206936,0.367935134,0.222011981,0.145781109,0.288122548,0.098480821,0.633741233,0.322724839,0.114409316,0.548534739,0.256382985,0.067320292,0.127762889,0.125670905,0.030445227,blues
217,hiphop,0.321052632,0.384582496,0.485241712,0.617487691,0.755834206,0.715593265,0.702348806,0.647396639,0.593908005,0.845228953,0.335329457,0.186101267,0.197611619,0.282664366,0.080063097,0.775023299,0.163260568,0.056534193,0.56546388,0.608870989,0.418244284,0.396615938,0.499359931,0.255481468,0.747765078,0.563984786,0.341961963,0.773292963,0.313935151,0.146282343,0.27587732,0.153657417,0.08066943,0.791178154,0.42356403,0.19871936,0.330193815,0.393376752,0.16094797,0.548654625,0.188461902,0.092494473,0.596946952,0.62329212,0.406198351,0.624416432,0.349762018,0.133007073,0.46948162,0.507559797,0.259698901,0.035184546,0.043590961,0.007459584,hiphop
218,jazz,0.287524366,0.32565166,0.457259575,0.284213086,0.752817266,0.712241713,0.538382884,0.512549543,0.454007089,0.765145578,0.443107893,0.277891455,0.101766486,0.077779234,0.006107609,0.666451265,0.289598623,0.128867305,0.441918769,0.454287599,0.255845809,0.316049916,0.250837076,0.067520317,0.307731859,0.258629683,0.085511714,0.337547663,0.095444387,0.028240966,0.636646574,0.638713498,0.509201652,0.356303418,0.226827122,0.065322839,0.296560633,0.327122621,0.112730574,0.703923771,0.313158213,0.178196126,0.227934339,0.250604882,0.076963995,0.629805807,0.346823314,0.130918166,0.550057514,0.236546393,0.057458482,0.035184546,0.021180826,0.003213239,jazz
219,metal,0.46398892,0.532301509,0.477657554,0.402807962,0.602865378,0.550660043,0.719573465,0.402711942,0.346350395,0.851367117,0.326067516,0.178939075,0.252265515,0.155049302,0.024146219,0.778126575,0.162662388,0.056251036,0.544759091,0.188817748,0.066215147,0.493095191,0.318527618,0.106774641,0.426550153,0.12885031,0.027504256,0.508581539,0.043340615,0.011066219,0.566206097,0.887066459,0.83084129,0.508426052,0.132196818,0.026550421,0.582625637,0.61177185,0.380438271,0.53728499,0.230277897,0.119059248,0.33706488,0.156586523,0.034477698,0.633878727,0.465895116,0.228736631,0.550420815,0.439938912,0.195598643,0.019423143,0.008418518,0.001184019,metal
220,classical,0.211323764,0.284763493,0.483790921,0.16340303,0.698016127,0.652053388,0.409910615,0.536141682,0.477868401,0.551771506,0.658107302,0.50746073,0.001873183,0.001529013,3.57E-06,0.199573671,0.716141393,0.557322903,0.503209198,0.189353834,0.066484398,0.032311764,0.027299229,0.00139541,0.158154576,0.150841617,0.035193526,0.196745025,0.283156735,0.125156831,0.710124643,0.325829878,0.202544358,0.161894039,0.224184012,0.06401599,0.023753424,0.024986677,0.00125758,0.901384043,0.556201927,0.40131693,0.197732109,0.102369759,0.017408304,0.638286085,0.039571151,0.003349181,0.557439493,0.00550941,7.61E-05,0.358691326,0.30575844,0.121794179,classical
221,jazz,0.321052632,0.401898328,0.500043581,0.212633529,0.752989214,0.712432615,0.287818508,0.743255194,0.698541127,0.449178602,0.739163664,0.610076981,0.050912965,0.04481715,0.002043191,0.658061589,0.445922047,0.252889726,0.556501552,0.34576701,0.164693707,0.211420269,0.204525724,0.045814279,0.141305923,0.189795744,0.050957351,0.247214428,0.37580917,0.1932135,0.489918605,0.208148634,0.115642847,0.151980852,0.287072361,0.0985993,0.165533845,0.191024867,0.040507281,0.369675126,0.57576175,0.422496363,0.112058346,0.103324003,0.017661736,0.20184674,0.253477539,0.073131503,0.45001592,0.116920621,0.014530486,0.043304057,0.053186831,0.009544011,jazz
222,reggae,0.497076023,0.579517437,0.492364262,0.442736861,0.765264947,0.726095575,0.620051748,0.61773537,0.562404027,0.781205118,0.423160976,0.259730525,0.194751421,0.183792754,0.033901075,0.767985273,0.132669585,0.042770314,0.461370482,0.400692555,0.208472199,0.419952535,0.483200966,0.239597367,0.494499136,0.344344826,0.140500962,0.546003548,0.443773108,0.251632713,0.321475793,0.150897317,0.078986637,0.516872058,0.458942346,0.230269747,0.457334607,0.532281608,0.289794824,0.664726618,0.336458898,0.196374016,0.448003463,0.296166589,0.103433025,0.634235895,0.446121485,0.210621116,0.567594392,0.412488475,0.172165392,0.07028949,0.071980962,0.014088912,reggae
223,reggae,0.534055728,0.625379452,0.503859974,0.702928086,0.687091569,0.640211461,0.770962654,0.513255118,0.454716933,0.89163562,0.260476164,0.131504929,0.065462605,0.087399514,0.007703169,0.689062405,0.438334171,0.245987998,0.499582678,0.720835026,0.559757394,0.194489135,0.339521685,0.120765546,0.294866096,0.383948459,0.170389121,0.448080263,0.456867128,0.263714012,0.463943212,0.598312461,0.463426089,0.389599083,0.546695736,0.318478762,0.151145839,0.222511981,0.054008347,0.59637697,0.197248784,0.09789452,0.164313924,0.278914573,0.092958908,0.633906607,0.191462129,0.043922823,0.552132971,0.259895433,0.069147855,0.068538223,0.064645963,0.012242277,reggae
224,blues,0.174253201,0.24190859,0.48955689,0.26541585,0.720151118,0.676206668,0.467534544,0.55851352,0.500736436,0.669824672,0.548923317,0.383142306,0.079640844,0.104090463,0.01091023,0.466570267,0.346409729,0.169522744,0.582222683,0.562905738,0.36595881,0.248450414,0.36492548,0.138845012,0.32649081,0.560063205,0.337601165,0.318422948,0.473474635,0.279421021,0.626515939,0.606306088,0.472337712,0.344625832,0.598335211,0.377015154,0.238977572,0.319483529,0.107720919,0.509650552,0.469911194,0.313612358,0.286021635,0.444100628,0.215841194,0.633885595,0.290120685,0.093835561,0.550629521,0.258300486,0.068314956,0.182211373,0.161921371,0.044314326,blues
225,reggae,0.360411899,0.435218835,0.494416475,0.258553234,0.77917763,0.741659922,0.444188593,0.565452844,0.507877323,0.667755264,0.551019748,0.385379027,0.005335472,0.007791912,6.70E-05,0.305139892,0.499886275,0.304569202,0.520655602,0.425228712,0.229589423,0.052238057,0.0962732,0.011398798,0.47227743,0.506665071,0.280985931,0.537018294,0.38933402,0.204265821,0.556561457,0.129148349,0.066025775,0.509862776,0.484061668,0.254070616,0.045276103,0.061730372,0.005316135,0.729923294,0.505296317,0.34844699,0.382728785,0.436607172,0.209174214,0.577335631,0.071466519,0.008221496,0.537121657,0.042264611,0.002123463,0.153474673,0.151592902,0.040130715,reggae
226,pop,0.321052632,0.399717816,0.496153972,0.704787794,0.746027019,0.704712866,0.695254029,0.62081418,0.565654934,0.759103234,0.450430867,0.284692454,0.782159735,1,1,0.932383233,0.067918383,0.018459819,0.48975596,0.546683119,0.348313123,0.803953418,0.967474049,0.936776532,0.80274551,0.571000161,0.349832337,0.911928735,0.40914007,0.22096492,0.268620078,0.197763807,0.108720613,0.887264406,0.535028656,0.305933618,0.571926121,0.691504666,0.483723642,0.595459688,0.10607866,0.046578441,0.523306731,0.588114711,0.36414495,0.633877277,0.847077008,0.723618902,0.542897457,0.794170921,0.632069056,0.019821158,0.024643834,0.003812556,pop
227,metal,0.23344652,0.267447661,0.443398825,0.626464177,0.606259155,0.554208571,0.838174962,0.248524072,0.204762979,0.87907763,0.281923024,0.146380902,0.08492581,0.076685117,0.005937859,0.765644635,0.169067887,0.059312237,0.698053771,0.311090697,0.139541969,0.27868393,0.264642576,0.074800549,0.578948499,0.25359291,0.082693151,0.577986578,0.144798954,0.048407315,0.394680526,0.85934943,0.791513005,0.621140641,0.238890356,0.071450711,0.362456136,0.401494007,0.167443419,0.527488986,0.132378468,0.060311071,0.522004821,0.295107509,0.102774177,0.60599811,0.25780301,0.075442246,0.336301662,0.263751936,0.071182605,0.267625441,0.22955229,0.076278041,metal
228,jazz,0.811403509,0.901363889,0.503259863,0.352757602,0.784709208,0.747871636,0.580672219,0.560013596,0.50227816,0.758451463,0.451215063,0.285425004,0.020565316,0.027857847,0.000797958,0.490772638,0.391099817,0.205047991,0.457798339,0.434678271,0.237979322,0.109276171,0.181887733,0.036726557,0.352924307,0.265529756,0.08944734,0.493591613,0.322233039,0.152230198,0.480676282,0.577486795,0.440545633,0.451245896,0.412773538,0.189555176,0.103252272,0.142599836,0.023512727,0.556699353,0.301264808,0.169180151,0.246889675,0.207699666,0.055547782,0.634437748,0.118422783,0.018923333,0.560480715,0.127528192,0.017190252,0.03606018,0.050624913,0.008971891,jazz
229,rock,0.25862069,0.331281087,0.48690835,0.481633495,0.639298207,0.589016671,0.513962903,0.526662092,0.468249299,0.656683798,0.562111359,0.397310772,0.412574213,0.201787267,0.04084834,0.861173963,0.175305182,0.062354661,0.529766196,0.086627923,0.023292881,0.655807433,0.188754171,0.039377355,0.29677389,0.077574222,0.012967538,0.361614624,0.105202084,0.031927219,0.587669052,0.812164722,0.72654517,0.329574885,0.190484963,0.048481783,0.826199602,0.823658879,0.682189272,0.524707666,0.36383762,0.21860406,0.250080248,0.067403447,0.009282876,0.633457667,0.682425606,0.475875898,0.550822766,0.424476281,0.182215061,0.053970865,0.065855746,0.012540426,rock
230,jazz,0.360411899,0.347385523,0.432924087,0.377033152,0.792699121,0.756867515,0.340400705,0.74264147,0.697857524,0.551972269,0.657937487,0.507254982,0.09667004,0.091037632,0.008354761,0.655403002,0.357641201,0.178157325,0.443918533,0.326701334,0.150626579,0.288216595,0.223366745,0.054140136,0.190041264,0.198629274,0.054913209,0.282879885,0.32857268,0.156846631,0.672521164,0.467285987,0.327575649,0.249080518,0.322866494,0.12153592,0.217996802,0.239431912,0.062061041,0.584495879,0.533108126,0.376928992,0.097140129,0.117464456,0.021614648,0.633892015,0.35763313,0.138683153,0.55108558,0.156628047,0.025632654,0.075145276,0.074439124,0.014728633,jazz
231,jazz,0.46398892,0.535508145,0.482011594,0.199464069,0.70821759,0.663158486,0.516278731,0.525262349,0.466832525,0.639628029,0.578802725,0.415576904,0.026347596,0.01881288,0.00036885,0.538318745,0.354186447,0.175480373,0.461202828,0.237550958,0.092571645,0.143386668,0.110474492,0.014610706,0.337619884,0.269889402,0.091978291,0.639979213,0.441779169,0.249816407,0.366101934,0.185999438,0.101025058,0.446856956,0.514703359,0.284677459,0.1121591,0.121612653,0.017566267,0.298054049,0.411336832,0.259402512,0.128273997,0.053227889,0.006632872,0.633452803,0.182539839,0.040323736,0.537731772,0.059773076,0.004040961,0.104678006,0.119598139,0.028344588,jazz
232,disco,0.40726817,0.487323101,0.490526479,0.378384391,0.808198425,0.774397619,0.782272102,0.357079203,0.303286095,0.901854224,0.242246003,0.119344387,0.091913849,0.105043322,0.011110114,0.555615761,0.207070274,0.078792127,0.533303027,0.638252665,0.45343801,0.253284529,0.363965604,0.138138988,0.47607901,0.411926876,0.193211132,0.642421375,0.480081467,0.285789003,0.375824741,0.23715943,0.135622075,0.54629865,0.581270196,0.357127609,0.261657854,0.342825094,0.123385121,0.494370495,0.201687396,0.100659087,0.308236226,0.266994003,0.086043204,0.633897317,0.193008621,0.044562082,0.552070359,0.415408151,0.174586778,0.065274498,0.064627661,0.012237786,disco
233,rock,0.38277512,0.415123919,0.540811262,0.461108737,0.534619259,0.480368001,0.501407663,0.481884172,0.423381718,0.65014132,0.568569537,0.404334017,0.037489482,0.019089152,0.000379536,0.638698201,0.275836705,0.119777717,0.531726222,0.200056129,0.07195593,0.181884703,0.134714203,0.021001987,0.371727582,0.204270398,0.057513157,0.448339956,0.251122281,0.104735495,0.635204057,0.655068445,0.528253257,0.428855893,0.319609158,0.119351042,0.225024705,0.249802273,0.067272255,0.366919356,0.485447392,0.328713366,0.300344139,0.140114528,0.028716896,0.633846537,0.196273371,0.045926575,0.551734885,0.127624587,0.017215439,0.33735771,0.287585792,0.110026094,rock
234,country,0.497076023,0.585047102,0.487857834,0.424811747,0.649076469,0.599409801,0.549705321,0.51950199,0.461011751,0.764600928,0.44377194,0.278505205,0.309537018,0.206510138,0.042778936,0.79666221,0.152131405,0.051357603,0.471198078,0.279702908,0.118435327,0.545953389,0.418825102,0.181374259,0.410699341,0.29816814,0.109228579,0.483356078,0.263610853,0.112506706,0.623666749,0.780988868,0.684990755,0.470390667,0.36011288,0.147908436,0.621079923,0.69464933,0.488051067,0.403184291,0.315650451,0.180107846,0.342179952,0.290029802,0.099644162,0.633586561,0.550887697,0.315088707,0.553103836,0.47123063,0.22413385,0.052538011,0.059104113,0.010908926,country
235,rock,0.360411899,0.427180868,0.481121083,0.442044883,0.508656832,0.454160587,0.502570659,0.516373566,0.457857035,0.696677457,0.52102019,0.353932495,0.053890587,0.029707072,0.000905817,0.652994165,0.170353414,0.059934317,0.483632279,0.099734791,0.027863478,0.24771274,0.108159887,0.014060373,0.532655827,0.131549915,0.028401153,0.502535865,0.122178961,0.038694022,0.67286441,0.747714862,0.641843294,0.546978153,0.197878055,0.051710668,0.305426941,0.307619755,0.100166116,0.239516444,0.334020032,0.194439441,0.494012256,0.155605699,0.034120654,0.633880943,0.281263267,0.088596401,0.551765804,0.134690348,0.019112303,0.021811235,0.034487901,0.005629725,rock
236,jazz,0.287524366,0.356164579,0.500378492,0.207522072,0.859940015,0.833677331,0.389410206,0.609496066,0.553726042,0.631429398,0.586662809,0.424307779,0.04207754,0.0484628,0.00238593,0.562451704,0.473560553,0.278789612,0.41269296,0.419655528,0.224708225,0.163671226,0.243844079,0.063974492,0.16124008,0.167695644,0.041677657,0.253087143,0.16786027,0.059130144,0.420487819,0.197061648,0.108256942,0.218203549,0.278005451,0.093163867,0.125132639,0.163309574,0.030221662,0.399484346,0.453359599,0.297857643,0.081991982,0.08418798,0.012901098,0.614077868,0.219436716,0.056191013,0.474293357,0.114986349,0.014069532,0.103006342,0.065973046,0.012569469,jazz
237,country,0.676691729,0.775179215,0.506097995,0.304149558,0.760053777,0.720287488,0.68596916,0.398223309,0.342071125,0.791574424,0.409885251,0.247938794,0.040695739,0.041542171,0.001757947,0.504945349,0.337298407,0.16266291,0.506558333,0.355690282,0.172245606,0.177177878,0.18438318,0.03767929,0.297337202,0.199796974,0.055446677,0.476424417,0.306603879,0.141116541,0.438625077,0.16338062,0.086665649,0.340575068,0.340664525,0.133819155,0.167779566,0.195832756,0.042443874,0.641660187,0.389826243,0.240575707,0.183290159,0.119745963,0.022287097,0.633893645,0.195105365,0.045436074,0.55236332,0.150902096,0.02383873,0.079603046,0.071460184,0.013954727,country
238,hiphop,0.497076023,0.572762125,0.495406557,0.589237973,0.849631392,0.821773742,0.889418374,0.318951165,0.268052421,0.921275023,0.205350883,0.096095042,0.207650347,0.228276089,0.052252419,0.702940903,0.221783687,0.086940146,0.508091832,0.557564745,0.360102777,0.39147922,0.5545699,0.313595998,0.545113756,0.551849837,0.328557888,0.551082092,0.297068475,0.134522842,0.490774618,0.846709617,0.773864395,0.582325981,0.429428096,0.203789552,0.379866048,0.485537701,0.242239623,0.548449549,0.096582385,0.041833203,0.490355862,0.592280532,0.369005609,0.633588993,0.294377661,0.096406781,0.540316702,0.54687589,0.301137387,0.029055112,0.025372163,0.003941249,hiphop
239,pop,0.222039474,0.28781336,0.470253751,0.370636046,0.685505544,0.63849657,0.401363733,0.809204634,0.773027784,0.516292628,0.687390635,0.543517955,0.402636696,0.317502771,0.100983227,0.904940805,0.132663317,0.042767644,0.537517897,0.362016044,0.177141973,0.606644509,0.493331018,0.249495507,0.588542855,0.522968066,0.297725114,0.888922953,0.456674665,0.263534503,0.406260232,0.182120466,0.098521721,0.768346066,0.659706939,0.452970707,0.51042717,0.580402297,0.343196996,0.381535931,0.590828323,0.43913785,0.308539306,0.293204456,0.101595491,0.633759716,0.633269349,0.411929546,0.548024571,0.506708085,0.258835145,0.097115716,0.075273238,0.014948086,pop
240,rock,0.25862069,0.325936694,0.51447799,0.504767085,0.729557548,0.686535493,0.70227274,0.397367178,0.341255997,0.8673858,0.301043979,0.160162955,0.116245281,0.072919205,0.005371873,0.741275546,0.122895008,0.038680669,0.595073543,0.473473978,0.273922759,0.341272589,0.346964905,0.125932352,0.561251359,0.332775422,0.132304279,0.629453279,0.419652491,0.230076363,0.275930493,0.207904635,0.115478816,0.577338405,0.456533818,0.228048694,0.427786375,0.507180797,0.263729221,0.607805121,0.183905098,0.089732219,0.48336705,0.276017848,0.091254211,0.634038419,0.305413751,0.103233437,0.552088138,0.388360184,0.152802252,0.149972139,0.147494015,0.038521686,rock
241,hiphop,0.676691729,0.810651731,0.504646085,0.449160448,0.914358456,0.897283575,0.623832923,0.633987325,0.579614573,0.83033538,0.357119703,0.203404573,0.267441312,0.256952673,0.066179058,0.68403636,0.234124272,0.094034972,1,0.679005665,0.504540311,0.45085198,0.576818621,0.338696352,0.549301566,0.702012418,0.513138691,0.78101288,0.571862127,0.381280645,0.349297656,0.24288873,0.139679452,0.659314972,0.786232733,0.631456319,0.38764256,0.512909793,0.269570324,0.615788189,0.305043287,0.172025234,0.355297552,0.603854903,0.382678931,0.634632305,0.403090346,0.173774025,0.555599796,0.555285489,0.310398967,0.074269642,0.071915472,0.014072012,hiphop
